age,current_language,first_language,gender,script,affect,phone_position,file_name,chunk_name,phone_model,file_num
60 and over,English,English,Man,wolf ring lights are fantastic,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_339add63-65bd-4fb0-9748-fad208756a0c.wav,/final/chunk11.wav,Moto e,1750
60 and over,English,English,Man,wolf ring lights are fantastic,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_339add63-65bd-4fb0-9748-fad208756a0c.wav,/final/chunk31.wav,Moto e,1751
60 and over,English,English,Man,wolf ring lights are fantastic,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_339add63-65bd-4fb0-9748-fad208756a0c.wav,/final/chunk41.wav,Moto e,1752
18-24,English,Portuguese,Woman,hungry action hippos fruit,disgust,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_4aa487ec-56e9-4800-9767-6b0bc6c52bc3.wav,/final/chunk40.wav,iPhone 11,1753
40-60,English,spanish,Woman,five dollar slaw onion cure,neutral,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_653eafd5-9ed1-455e-9888-69e912657fc9.wav,/final/chunk11.wav,iOS,1754
40-60,English,spanish,Woman,five dollar slaw onion cure,neutral,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_653eafd5-9ed1-455e-9888-69e912657fc9.wav,/final/chunk13.wav,iOS,1755
18-24,English,English,Woman,hungry action hippos fruit,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_661eca8a-16cc-490b-8932-7acec7d289f5.wav,/final/chunk10.wav,Iphone,1756
18-24,English,English,Woman,hungry action hippos fruit,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_661eca8a-16cc-490b-8932-7acec7d289f5.wav,/final/chunk20.wav,Iphone,1757
18-24,English,English,Woman,hungry action hippos fruit,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_661eca8a-16cc-490b-8932-7acec7d289f5.wav,/final/chunk30.wav,Iphone,1758
40-60,English,French,Woman,zebra cats walking on lamps,neutral,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_e78d3c1b-1c87-4449-871b-8579013ab0bd.wav,/final/chunk10.wav,android,1759
40-60,English,French,Woman,zebra cats walking on lamps,neutral,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_e78d3c1b-1c87-4449-871b-8579013ab0bd.wav,/final/chunk11.wav,android,1760
40-60,English,French,Woman,zebra cats walking on lamps,neutral,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_e78d3c1b-1c87-4449-871b-8579013ab0bd.wav,/final/chunk12.wav,android,1761
40-60,English,English,Woman,fluffy baseboard yogurt division,anger,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_bd211548-55b4-4ec1-a646-c02ee0dacece.wav,/final/chunk20.wav,iPhone 7,1762
18-24,English,Portuguese,Woman,zebra cats walking on lamps,disgust,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_eaeb6b7a-a76d-4a92-8c3e-43a40eda66a9.wav,/final/chunk01.wav,iPhone 11,1763
18-24,English,Portuguese,Woman,zebra cats walking on lamps,disgust,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_eaeb6b7a-a76d-4a92-8c3e-43a40eda66a9.wav,/final/chunk40.wav,iPhone 11,1764
18-24,English,Portuguese,Woman,zebra cats walking on lamps,disgust,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_eaeb6b7a-a76d-4a92-8c3e-43a40eda66a9.wav,/final/chunk60.wav,iPhone 11,1765
25-39,English,Hindi,Woman,fluffy baseboard yogurt division,joy,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_1a1f4cec-bbad-4425-8e1f-2fe9a7e56787.wav,/final/chunk20.wav,iPhone XR,1766
25-39,English,Hindi,Woman,fluffy baseboard yogurt division,joy,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_1a1f4cec-bbad-4425-8e1f-2fe9a7e56787.wav,/final/chunk30.wav,iPhone XR,1767
25-39,English,English,Woman,banana and mustard sandwiches,anger,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_0d65213e-16c6-46c0-be12-707a83261cef.wav,/final/chunk11.wav,iPhone 12,1768
25-39,English,English,Woman,fluffy baseboard yogurt division,joy,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_11f6700a-5dcf-4cdb-b906-79bc50115ad4.wav,/final/chunk11.wav,iPhone 12,1769
25-39,English,English,Woman,fluffy baseboard yogurt division,joy,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_11f6700a-5dcf-4cdb-b906-79bc50115ad4.wav,/final/chunk21.wav,iPhone 12,1770
25-39,English,English,Woman,fluffy baseboard yogurt division,joy,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_11f6700a-5dcf-4cdb-b906-79bc50115ad4.wav,/final/chunk40.wav,iPhone 12,1771
25-39,English,English,Woman,another dog secretary show,surprise,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_c4f3fd5c-63eb-4923-90d6-3a47a0c3ddab.wav,/final/chunk30.wav,Samsung,1772
25-39,English,English,Woman,another dog secretary show,surprise,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_c4f3fd5c-63eb-4923-90d6-3a47a0c3ddab.wav,/final/chunk40.wav,Samsung,1773
25-39,English,English,Woman,another dog secretary show,surprise,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_c4f3fd5c-63eb-4923-90d6-3a47a0c3ddab.wav,/final/chunk51.wav,Samsung,1774
18-24,English,Portuguese,Woman,wolf ring lights are fantastic,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_9e5eeff2-0914-4ae7-8df3-69321b145ec7.wav,/final/chunk30.wav,Galaxy S10,1775
18-24,English,Portuguese,Woman,wolf ring lights are fantastic,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_9e5eeff2-0914-4ae7-8df3-69321b145ec7.wav,/final/chunk40.wav,Galaxy S10,1776
18-24,English,Portuguese,Woman,wolf ring lights are fantastic,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_9e5eeff2-0914-4ae7-8df3-69321b145ec7.wav,/final/chunk60.wav,Galaxy S10,1777
25-39,English,English,Woman,wolf ring lights are fantastic,joy,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_a1c21634-5ab9-4fe5-9835-8a5ebd12042c.wav,/final/chunk13.wav,iPhone 12,1778
25-39,English,English,Woman,wolf ring lights are fantastic,joy,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_a1c21634-5ab9-4fe5-9835-8a5ebd12042c.wav,/final/chunk20.wav,iPhone 12,1779
25-39,English,English,Woman,wolf ring lights are fantastic,joy,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_a1c21634-5ab9-4fe5-9835-8a5ebd12042c.wav,/final/chunk21.wav,iPhone 12,1780
40-60,English,English,Man,ripped ocean jumper,neutral,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_ff62b73e-2640-4ae2-8b9a-fb2a9be70619.wav,/final/chunk10.wav,Samsung,1781
40-60,English,English,Man,ripped ocean jumper,neutral,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_ff62b73e-2640-4ae2-8b9a-fb2a9be70619.wav,/final/chunk20.wav,Samsung,1782
40-60,English,English,Man,ripped ocean jumper,neutral,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_ff62b73e-2640-4ae2-8b9a-fb2a9be70619.wav,/final/chunk30.wav,Samsung,1783
60 and over,English,English,Woman,snow meteor down the chimney,fear,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_ba4c0de8-8ced-4a26-8996-4ad6b2e22d43.wav,/final/chunk02.wav,Samsung Galaxy 8,1784
18-24,English,Portuguese,Woman,another dog secretary show,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_2adfdb99-92a5-4be3-8bbd-8a1fa0a53e67.wav,/final/chunk11.wav,Galaxy S10,1785
18-24,English,Portuguese,Woman,another dog secretary show,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_2adfdb99-92a5-4be3-8bbd-8a1fa0a53e67.wav,/final/chunk40.wav,Galaxy S10,1786
18-24,English,Portuguese,Woman,another dog secretary show,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_2adfdb99-92a5-4be3-8bbd-8a1fa0a53e67.wav,/final/chunk50.wav,Galaxy S10,1787
40-60,English,English,Man,snow meteor down the chimney,fear,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_635fd668-51cf-4ceb-91d8-8e255d1f16f9.wav,/final/chunk20.wav,iPhone 7+,1788
40-60,English,English,Man,snow meteor down the chimney,fear,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_635fd668-51cf-4ceb-91d8-8e255d1f16f9.wav,/final/chunk40.wav,iPhone 7+,1789
40-60,English,English,Man,snow meteor down the chimney,fear,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_635fd668-51cf-4ceb-91d8-8e255d1f16f9.wav,/final/chunk50.wav,iPhone 7+,1790
60 and over,English,English,Woman,five dollar slaw onion cure,fear,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_fd17265a-3dee-4b8a-8dbc-8a4b3e7d0771.wav,/final/chunk11.wav,Samsung Galaxy 8,1791
60 and over,English,English,Woman,five dollar slaw onion cure,fear,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_fd17265a-3dee-4b8a-8dbc-8a4b3e7d0771.wav,/final/chunk21.wav,Samsung Galaxy 8,1792
40-60,English,English,Woman,ripped ocean jumper,joy,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_b6f8420c-d2b4-4b5a-9bbf-fa8015a548e1.wav,/final/chunk11.wav,IPhone,1793
40-60,English,English,Woman,ripped ocean jumper,joy,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_b6f8420c-d2b4-4b5a-9bbf-fa8015a548e1.wav,/final/chunk51.wav,IPhone,1794
25-39,English,English,Woman,hungry action hippos fruit,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_56072252-491a-49c9-acf3-db9f990bc75a.wav,/final/chunk13.wav,Samsung Galaxy s8+,1795
25-39,English,English,Woman,hungry action hippos fruit,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_56072252-491a-49c9-acf3-db9f990bc75a.wav,/final/chunk15.wav,Samsung Galaxy s8+,1796
25-39,English,English,Woman,wolf ring lights are fantastic,joy,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_1f9ca0a0-ce69-4eaa-a0d3-76e404500395.wav,/final/chunk10.wav,One plus 7T,1797
25-39,English,English,Woman,wolf ring lights are fantastic,joy,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_1f9ca0a0-ce69-4eaa-a0d3-76e404500395.wav,/final/chunk21.wav,One plus 7T,1798
25-39,English,English,Woman,wolf ring lights are fantastic,joy,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_1f9ca0a0-ce69-4eaa-a0d3-76e404500395.wav,/final/chunk60.wav,One plus 7T,1799
25-39,English,English,Woman,join the Ear Look club,surprise,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_b973dcb1-29d4-46df-bfe8-87c589d78b3a.wav,/final/chunk21.wav,iPhone 12 Pro,1800
40-60,English,English,Woman,banana and mustard sandwiches,neutral,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_8958600a-c1ae-466a-be8b-fdbac246c5de.wav,/final/chunk30.wav,Samsung note 20,1801
25-39,English,English,Woman,zebra cats walking on lamps,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_450ef88f-27c1-4361-8060-8d29d32c622f.wav,/final/chunk103.wav,Samsung Galaxy s8+,1802
25-39,English,English,Woman,zebra cats walking on lamps,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_450ef88f-27c1-4361-8060-8d29d32c622f.wav,/final/chunk105.wav,Samsung Galaxy s8+,1803
60 and over,English,English,Woman,five dollar slaw onion cure,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_6d1ba1cc-aeb9-4677-a153-b1852b41c253.wav,/final/chunk10.wav,Iphone 13,1804
60 and over,English,English,Woman,five dollar slaw onion cure,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_6d1ba1cc-aeb9-4677-a153-b1852b41c253.wav,/final/chunk31.wav,Iphone 13,1805
60 and over,English,English,Woman,five dollar slaw onion cure,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_6d1ba1cc-aeb9-4677-a153-b1852b41c253.wav,/final/chunk44.wav,Iphone 13,1806
18-24,English,English,Woman,ripped ocean jumper,joy,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_ee7878cf-7644-41c6-9fc3-1350603d3bd0.wav,/final/chunk00.wav,iPhone XR,1807
18-24,English,English,Woman,ripped ocean jumper,joy,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_ee7878cf-7644-41c6-9fc3-1350603d3bd0.wav,/final/chunk30.wav,iPhone XR,1808
25-39,English,English,Man,snow meteor down the chimney,disgust,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_53b77fb4-75e6-4a73-93f0-aa24786716b8.wav,/final/chunk00.wav,Samsung S22+ Ultra,1809
25-39,English,English,Man,snow meteor down the chimney,disgust,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_53b77fb4-75e6-4a73-93f0-aa24786716b8.wav,/final/chunk30.wav,Samsung S22+ Ultra,1810
25-39,English,English,Man,snow meteor down the chimney,disgust,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_53b77fb4-75e6-4a73-93f0-aa24786716b8.wav,/final/chunk40.wav,Samsung S22+ Ultra,1811
18-24,English,English,Woman,wolf ring lights are fantastic,joy,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_f59803e8-db41-438e-973b-f8d9f679d9df.wav,/final/chunk20.wav,iphone 13 pro,1812
